54,Fresh Portabella - 5lbs,"Willms, Predovic and Rippin",,,,,,,
55,Fresh Portabella - 5lbs,"Willms, Predovic and Rippin",,,,,,,
56,Fresh Portabella - 5lbs,"Willms, Predovic and Rippin",,2022,2,154,51.37,,
57,Fresh Portabella - 5lbs,"Willms, Predovic and Rippin",,,,,,,
58,Fresh Portabella - 5lbs,"Willms, Predovic and Rippin",,2022,3,352,117.91,,
59,Fresh Portabella - 5lbs,"Willms, Predovic and Rippin",,2022,4,638,216.64,,
60,Fresh Portabella - 5lbs,"Willms, Predovic and Rippin",,2022,5,264,89.75,,
61,Fresh Portabella - 5lbs,"Willms, Predovic and Rippin",,2022,6,264,87.98,,
62,"Lamb - Leg, Boneless","Willms, Predovic and Rippin",,,,,,,
63,"Lamb - Leg, Boneless","Willms, Predovic and Rippin",,2022,3,68,10.17,,
64,Fresh Portabello 5lbs - White Spot,"Willms, Predovic and Rippin",,,,,,,
65,Fresh Portabello 5lbs - White Spot,"Willms, Predovic and Rippin",,,,,,,
66,Sugar - Palm,"Willms, Predovic and Rippin",,,,,,,
67,Sugar - Palm,"Willms, Predovic and Rippin",,2022,1,178,63.22,,
68,Tarragon - Fresh,"Willms, Predovic and Rippin",,,,,,,
69,Tarragon - Fresh,"Willms, Predovic and Rippin",,,,,,,
70,Tarragon - Fresh,"Willms, Predovic and Rippin",,2022,2,9,-8.42,,
71,Tarragon - Fresh,"Willms, Predovic and Rippin",,,,,,,
72,Tarragon - Fresh,"Willms, Predovic and Rippin",,2022,3,196,70.17,,
73,Tarragon - Fresh,"Willms, Predovic and Rippin",,2022,4,114,40.4,,
74,Tarragon - Fresh,"Willms, Predovic and Rippin",,2022,5,114,39.48,,
75,Tarragon - Fresh,"Willms, Predovic and Rippin",,2022,6,28.5,9.79,,
76,Lobster - Tail 6 Oz,"Willms, Predovic and Rippin",,,,,,,
77,Lobster - Tail 6 Oz,"Willms, Predovic and Rippin",,2022,2,19.75,11.52,,
78,Flour - Chickpea,"Willms, Predovic and Rippin",,,,,,,
79,Flour - Chickpea,"Willms, Predovic and Rippin",,,,,,,
80,Flour - Chickpea,"Willms, Predovic and Rippin",,2022,3,19.75,11.52,,
81,Flour - Chickpea,"Willms, Predovic and Rippin",,,,,,,
82,Flour - Chickpea,"Willms, Predovic and Rippin",,2022,4,19.75,11.52,,
83,Flour - Chickpea,"Willms, Predovic and Rippin",,2022,6,19.75,11.52,,
84,Island Oasis - Cappucino Mix,"Willms, Predovic and Rippin",,,,,,,
85,Island Oasis - Cappucino Mix,"Willms, Predovic and Rippin",,2022,1,15.5,6.39,,
86,Tomato - Tricolor Cherry,"Willms, Predovic and Rippin",,,,,,,
87,Tomato - Tricolor Cherry,"Willms, Predovic and Rippin",,,,,,,
88,Pears - Bartlett,"Willms, Predovic and Rippin",,,,,,,
89,Pears - Bartlett,"Willms, Predovic and Rippin",,2022,1,57,27.11,,
90,Garbage Bag - Clear,"Willms, Predovic and Rippin",,,,,,,
91,Garbage Bag - Clear,"Willms, Predovic and Rippin",,,,,,,
92,Garbage Bag - Clear,"Willms, Predovic and Rippin",,2022,2,-9,-9,,
93,Garbage Bag - Clear,"Willms, Predovic and Rippin",,,,,,,
94,Garbage Bag - Clear,"Willms, Predovic and Rippin",,2022,3,30.5,15.56,,
95,Hand Towel,"Willms, Predovic and Rippin",,,,,,,
96,Hand Towel,"Willms, Predovic and Rippin",,2022,1,125,42.49,,
97,Bulgar,"Willms, Predovic and Rippin",,,,,,,
98,Bulgar,"Willms, Predovic and Rippin",,,,,,,
99,Bulgar,"Willms, Predovic and Rippin",,2022,2,273,72.67,,
100,Bulgar,"Willms, Predovic and Rippin",,,,,,,
101,Bulgar,"Willms, Predovic and Rippin",,2022,3,216,67.2,,
102,Bulgar,"Willms, Predovic and Rippin",,2022,4,84,23.38,,
103,Bulgar,"Willms, Predovic and Rippin",,2022,5,117,26.08,,
104,Tomatoes,"Willms, Predovic and Rippin",,,,,,,
105,Tomatoes,"Willms, Predovic and Rippin",,2022,1,84,59.95,,
106,Chinese Foods - Plain Fried Rice,"Willms, Predovic and Rippin",,,,,,,
107,Chinese Foods - Plain Fried Rice,"Willms, Predovic and Rippin",,,,,,,
108,Chinese Foods - Plain Fried Rice,"Willms, Predovic and Rippin",,2022,6,13,8.99,,
109,Chinese Foods - Plain Fried Rice,"Willms, Predovic and Rippin",,,,,,,
110,"Flour - Buckwheat, Dark","Willms, Predovic and Rippin",,,,,,,
111,"Flour - Buckwheat, Dark","Willms, Predovic and Rippin",,2022,1,96,39.75,,
112,Fiddlehead - Frozen,"Willms, Predovic and Rippin",,,,,,,
113,Fiddlehead - Frozen,"Willms, Predovic and Rippin",,,,,,,
114,Fiddlehead - Frozen,"Willms, Predovic and Rippin",,2022,2,213,67.16,,
115,Fiddlehead - Frozen,"Willms, Predovic and Rippin",,,,,,,
116,Fiddlehead - Frozen,"Willms, Predovic and Rippin",,2022,3,264,87.96,,
117,Fiddlehead - Frozen,"Willms, Predovic and Rippin",,2022,4,174,53.78,,
118,Fiddlehead - Frozen,"Willms, Predovic and Rippin",,2022,5,172.1,51,,
119,Mix Pina Colada,"Willms, Predovic and Rippin",,,,,,,
120,Mix Pina Colada,"Willms, Predovic and Rippin",,2022,6,15.25,11.37,,
121,Lidsoupcont Rp12dn,"Willms, Predovic and Rippin",,,,,,,
122,Lidsoupcont Rp12dn,"Willms, Predovic and Rippin",,,,,,,
123,Kohlrabi,"Willms, Predovic and Rippin",,,,,,,
124,Kohlrabi,"Willms, Predovic and Rippin",,2022,2,14,9.87,,
125,Puree - Guava,"Willms, Predovic and Rippin",,,,,,,
126,Puree - Guava,"Willms, Predovic and Rippin",,,,,,,
127,Puree - Guava,"Willms, Predovic and Rippin",,2022,5,14,9.87,,
128,Puree - Guava,"Willms, Predovic and Rippin",,,,,,,
129,Squash - Sunburst,"Willms, Predovic and Rippin",,,,,,,
130,Squash - Sunburst,"Willms, Predovic and Rippin",,2022,2,45,24.33,,
131,Chocolate - Milk,"Willms, Predovic and Rippin",,,,,,,
132,Chocolate - Milk,"Willms, Predovic and Rippin",,,,,,,
133,Butter Balls Salted,"Willms, Predovic and Rippin",,,,,,,
134,Butter Balls Salted,"Willms, Predovic and Rippin",,2022,2,95,55.32,,
135,Cup - 4oz Translucent,"Willms, Predovic and Rippin",,,,,,,
136,Cup - 4oz Translucent,"Willms, Predovic and Rippin",,,,,,,
137,Caviar - Salmon,"Willms, Predovic and Rippin",,,,,,,
138,Caviar - Salmon,"Willms, Predovic and Rippin",,2022,1,847.25,434.8,,
139,Asparagus - Mexican,"Willms, Predovic and Rippin",,,,,,,
140,Asparagus - Mexican,"Willms, Predovic and Rippin",,,,,,,
141,Asparagus - Mexican,"Willms, Predovic and Rippin",,2022,2,210,76.24,,
142,Asparagus - Mexican,"Willms, Predovic and Rippin",,,,,,,
143,Asparagus - Mexican,"Willms, Predovic and Rippin",,2022,3,281.25,114.02,,
144,Asparagus - Mexican,"Willms, Predovic and Rippin",,2022,4,412.5,170.84,,
145,Asparagus - Mexican,"Willms, Predovic and Rippin",,2022,5,356.25,144.42,,
146,Asparagus - Mexican,"Willms, Predovic and Rippin",,2022,6,131.25,53.2,,
147,Pomegranates,"Willms, Predovic and Rippin",,,,,,,
148,Pomegranates,"Willms, Predovic and Rippin",,2022,5,200,95.72,,
149,Bread - Malt,"Willms, Predovic and Rippin",,,,,,,
150,Bread - Malt,"Willms, Predovic and Rippin",,,,,,,
151,Bread - Malt,"Willms, Predovic and Rippin",,2022,6,22,-4.47,,
152,Bread - Malt,"Willms, Predovic and Rippin",,,,,,,
153,Cookies - Assorted,"Willms, Predovic and Rippin",,,,,,,
154,Cookies - Assorted,"Willms, Predovic and Rippin",,2022,5,30,17.85,,
155,Juice - V8 Splash,"Willms, Predovic and Rippin",,,,,,,
156,Juice - V8 Splash,"Willms, Predovic and Rippin",,,,,,,
157,Sugar - Icing,"Willms, Predovic and Rippin",,,,,,,
158,Sugar - Icing,"Willms, Predovic and Rippin",,2022,1,484.5,317.13,,
159,Evaporated Milk - Skim,"Willms, Predovic and Rippin",,,,,,,
160,Evaporated Milk - Skim,"Willms, Predovic and Rippin",,,,,,,
161,Evaporated Milk - Skim,"Willms, Predovic and Rippin",,2022,2,365,245.45,,
162,Evaporated Milk - Skim,"Willms, Predovic and Rippin",,,,,,,
163,Evaporated Milk - Skim,"Willms, Predovic and Rippin",,2022,3,876,589.08,,
164,Evaporated Milk - Skim,"Willms, Predovic and Rippin",,2022,4,803,540,,
165,Evaporated Milk - Skim,"Willms, Predovic and Rippin",,2022,5,803,539.99,,
166,Evaporated Milk - Skim,"Willms, Predovic and Rippin",,2022,6,1204.5,809.99,,
167,Wine - Periguita Fonseca,"Willms, Predovic and Rippin",,,,,,,
168,Wine - Periguita Fonseca,"Willms, Predovic and Rippin",,2022,1,140,87.8,,
169,Wild Mix 3#/cs,"Willms, Predovic and Rippin",,,,,,,
170,Wild Mix 3#/cs,"Willms, Predovic and Rippin",,,,,,,
171,Wild Mix 3#/cs,"Willms, Predovic and Rippin",,2022,2,264,185.69,,
172,Wild Mix 3#/cs,"Willms, Predovic and Rippin",,,,,,,
173,Wild Mix 3#/cs,"Willms, Predovic and Rippin",,2022,5,44,30.95,,
174,Wild Mix 3#/cs,"Willms, Predovic and Rippin",,2022,6,66,46.42,,
175,Wine - Segura Viudas Aria Brut,"Willms, Predovic and Rippin",,,,,,,
176,Wine - Segura Viudas Aria Brut,"Willms, Predovic and Rippin",,2022,4,372.5,-0.02,,
177,Dried Portabello 5lb,"Willms, Predovic and Rippin",,,,,,,
178,Dried Portabello 5lb,"Willms, Predovic and Rippin",,,,,,,
179,Hot Chocolate - Individual,"Willms, Predovic and Rippin",,,,,,,
180,Hot Chocolate - Individual,"Willms, Predovic and Rippin",,2022,4,30,18.15,,
181,Cucumber - Pickling Ontario,"Willms, Predovic and Rippin",,,,,,,
182,Cucumber - Pickling Ontario,"Willms, Predovic and Rippin",,,,,,,
183,"Yogurt - Peach, 175 Gr","Willms, Predovic and Rippin",,,,,,,
184,"Yogurt - Peach, 175 Gr","Willms, Predovic and Rippin",,2022,4,70,7.14,,
185,Strawberries - California,"Willms, Predovic and Rippin",,,,,,,
186,Strawberries - California,"Willms, Predovic and Rippin",,,,,,,
187,"Quail - Whole, Bone - In","Willms, Predovic and Rippin",,,,,,,
188,"Quail - Whole, Bone - In","Willms, Predovic and Rippin",,2022,4,22.5,13.16,,
189,Fresh Fiddleheads 1lb,"Willms, Predovic and Rippin",,,,,,,
190,Fresh Fiddleheads 1lb,"Willms, Predovic and Rippin",,,,,,,
191,Milk - 2% 250 Ml,"Willms, Predovic and Rippin",,,,,,,
192,Milk - 2% 250 Ml,"Willms, Predovic and Rippin",,2022,2,10.75,-29.47,,
193,"Beer - Alexander Kieths, Pale Ale","Willms, Predovic and Rippin",,,,,,,
194,"Beer - Alexander Kieths, Pale Ale","Willms, Predovic and Rippin",,,,,,,
195,"Beer - Alexander Kieths, Pale Ale","Willms, Predovic and Rippin",,2022,3,21.5,-58.93,,
196,"Beer - Alexander Kieths, Pale Ale","Willms, Predovic and Rippin",,,,,,,
197,Muffin Mix - Lemon Cranberry,"Willms, Predovic and Rippin",,,,,,,
198,Muffin Mix - Lemon Cranberry,"Willms, Predovic and Rippin",,2022,4,17.25,10.76,,
199,Plasticknivesblack,"Willms, Predovic and Rippin",,,,,,,
200,Plasticknivesblack,"Willms, Predovic and Rippin",,,,,,,
201,"Soup - Campbells, Lentil","Willms, Predovic and Rippin",,,,,,,
202,"Soup - Campbells, Lentil","Willms, Predovic and Rippin",,2022,1,17,11.58,,
203,Hersey Shakes,"Willms, Predovic and Rippin",,,,,,,
204,Hersey Shakes,"Willms, Predovic and Rippin",,,,,,,
205,Rye Special Old,"Willms, Predovic and Rippin",,,,,,,
206,Rye Special Old,"Willms, Predovic and Rippin",,2022,1,74,20.49,,
207,Fresh Cape Gooseberries 12 pp/cs,"Willms, Predovic and Rippin",,,,,,,
208,Fresh Cape Gooseberries 12 pp/cs,"Willms, Predovic and Rippin",,,,,,,
209,Fresh Cape Gooseberries 12 pp/cs,"Willms, Predovic and Rippin",,2022,2,58.5,17.95,,
210,Fresh Cape Gooseberries 12 pp/cs,"Willms, Predovic and Rippin",,,,,,,
211,Fresh Cape Gooseberries 12 pp/cs,"Willms, Predovic and Rippin",,2022,4,97.5,29.98,,
212,Fresh Cape Gooseberries 12 pp/cs,"Willms, Predovic and Rippin",,,,,,,
213,,,Customer Total:,,,14227,,,
214,Fresh Cape Gooseberries 12 pp/cs,"Willms, Predovic and Rippin",,,,,,,
215,Fresh Cape Gooseberries 12 pp/cs,Zulauf-Wyman,,,,,,,
216,Wine - Fat Bastard Merlot,Zulauf-Wyman,,,,,,,
217,Wine - Fat Bastard Merlot,Zulauf-Wyman,,2022,4,719.6,484,,
218,Tahini Paste,Zulauf-Wyman,,,,,,,
219,Tahini Paste,Zulauf-Wyman,,,,,,,
220,Tahini Paste,Zulauf-Wyman,,,,,,,
221,,,Customer Total:,,,719.6,,,
222,Tahini Paste,Zulauf-Wyman,,,,,,,
223,Tahini Paste,Hammes and Sons,,,,,,,
224,Octopus,Hammes and Sons,,,,,,,
225,Octopus,Hammes and Sons,,2022,3,61.5,11.16,,
226,Veal - Ground,Hammes and Sons,,,,,,,
227,Veal - Ground,Hammes and Sons,,,,,,,
228,Veal - Ground,Hammes and Sons,,2022,4,184.5,34.12,,
229,Veal - Ground,Hammes and Sons,,,,,,,
230,Veal - Ground,Hammes and Sons,,2022,5,164,27.05,,
231,Veal - Ground,Hammes and Sons,,2022,6,164,31.2,,
232,Rum - Mount Gay Eclipes,Hammes and Sons,,,,,,,
233,Rum - Mount Gay Eclipes,Hammes and Sons,,2022,1,3885,263.45,,
234,Wine - George Duboeuf Rose,Hammes and Sons,,,,,,,
235,Wine - George Duboeuf Rose,Hammes and Sons,,,,,,,
236,Wine - George Duboeuf Rose,Hammes and Sons,,2022,2,3332.5,363.3,,
237,Wine - George Duboeuf Rose,Hammes and Sons,,,,,,,
238,Wine - George Duboeuf Rose,Hammes and Sons,,2022,3,3100,437.15,,
239,Wine - George Duboeuf Rose,Hammes and Sons,,2022,4,4040,570.14,,
240,Wine - George Duboeuf Rose,Hammes and Sons,,2022,5,4840,647.6,,
241,Wine - George Duboeuf Rose,Hammes and Sons,,2022,6,4100,555.05,,
242,Orange Roughy 4/6 Oz,Hammes and Sons,,,,,,,
243,Orange Roughy 4/6 Oz,Hammes and Sons,,2022,1,0,-1,,
244,"Crab - Dungeness, Whole",Hammes and Sons,,,,,,,
245,"Crab - Dungeness, Whole",Hammes and Sons,,,,,,,
246,"Crab - Dungeness, Whole",Hammes and Sons,,2022,4,950,185.08,,
247,"Crab - Dungeness, Whole",Hammes and Sons,,,,,,,
248,"Crab - Dungeness, Whole",Hammes and Sons,,2022,5,95,18.54,,
249,Tomatoes - Heirloom,Hammes and Sons,,,,,,,
250,Tomatoes - Heirloom,Hammes and Sons,,2022,1,12.3,2.88,,
251,"Wine - Red, Metus Rose",Hammes and Sons,,,,,,,
252,"Wine - Red, Metus Rose",Hammes and Sons,,,,,,,
253,"Wine - Red, Metus Rose",Hammes and Sons,,2022,4,12.3,2.69,,
254,"Wine - Red, Metus Rose",Hammes and Sons,,,,,,,
255,"Soup - Campbells, Creamy",Hammes and Sons,,,,,,,
256,"Soup - Campbells, Creamy",Hammes and Sons,,2022,1,157,46.89,,
257,"Juice - V8, Tomato",Hammes and Sons,,,,,,,
258,"Juice - V8, Tomato",Hammes and Sons,,,,,,,
259,"Juice - V8, Tomato",Hammes and Sons,,2022,2,131,43,,
260,"Juice - V8, Tomato",Hammes and Sons,,,,,,,
261,"Juice - V8, Tomato",Hammes and Sons,,2022,3,148.5,49.5,,
262,"Juice - V8, Tomato",Hammes and Sons,,2022,4,198,66,,
263,"Juice - V8, Tomato",Hammes and Sons,,2022,5,231,74.13,,
264,"Juice - V8, Tomato",Hammes and Sons,,2022,6,214.5,67.99,,
265,Kippers - Smoked,Hammes and Sons,,,,,,,
266,Kippers - Smoked,Hammes and Sons,,2022,1,37,8,,
267,Fresh Portabella - 5lbs,Hammes and Sons,,,,,,,
268,Fresh Portabella - 5lbs,Hammes and Sons,,,,,,,
269,Fresh Portabella - 5lbs,Hammes and Sons,,2022,5,74,14.96,,
270,Fresh Portabella - 5lbs,Hammes and Sons,,,,,,,
271,Ecolab - Medallion,Hammes and Sons,,,,,,,
272,Ecolab - Medallion,Hammes and Sons,,2022,1,389.5,66.19,,
273,Cookie - Oatmeal,Hammes and Sons,,,,,,,
274,Cookie - Oatmeal,Hammes and Sons,,,,,,,
275,Cookie - Oatmeal,Hammes and Sons,,2022,2,327.5,89.27,,
276,Cookie - Oatmeal,Hammes and Sons,,,,,,,
277,Cookie - Oatmeal,Hammes and Sons,,2022,3,450,143.69,,
278,Cookie - Oatmeal,Hammes and Sons,,2022,4,350,111.74,,
279,Cookie - Oatmeal,Hammes and Sons,,2022,5,300,95.8,,
280,Cookie - Oatmeal,Hammes and Sons,,2022,6,25,7.98,,
281,Island Oasis - Cappucino Mix,Hammes and Sons,,,,,,,
282,Island Oasis - Cappucino Mix,Hammes and Sons,,2022,1,103.25,28.2,,
283,Tomato - Tricolor Cherry,Hammes and Sons,,,,,,,
284,Tomato - Tricolor Cherry,Hammes and Sons,,,,,,,
285,Tomato - Tricolor Cherry,Hammes and Sons,,2022,2,75.75,30.18,,
286,Tomato - Tricolor Cherry,Hammes and Sons,,,,,,,
287,Tomato - Tricolor Cherry,Hammes and Sons,,2022,3,94.5,39.84,,
288,Tomato - Tricolor Cherry,Hammes and Sons,,2022,4,80.75,35.2,,
289,Tomato - Tricolor Cherry,Hammes and Sons,,2022,5,99,44.34,,
290,Tomato - Tricolor Cherry,Hammes and Sons,,2022,6,66,29.55,,
291,Wine - Periguita Fonseca,Hammes and Sons,,,,,,,
292,Wine - Periguita Fonseca,Hammes and Sons,,2022,3,22,15.47,,
293,Wild Mix 3#/cs,Hammes and Sons,,,,,,,
294,Wild Mix 3#/cs,Hammes and Sons,,,,,,,
295,Pepper - Jalapeno,Hammes and Sons,,,,,,,
296,Pepper - Jalapeno,Hammes and Sons,,2022,1,61.5,9.59,,
297,Thyme - Fresh,Hammes and Sons,,,,,,,
298,Thyme - Fresh,Hammes and Sons,,,,,,,
299,Thyme - Fresh,Hammes and Sons,,2022,2,32.5,9.3,,
300,Thyme - Fresh,Hammes and Sons,,,,,,,
301,Thyme - Fresh,Hammes and Sons,,2022,3,42.5,13.5,,
302,Rye Special Old,Hammes and Sons,,,,,,,
303,Rye Special Old,Hammes and Sons,,2022,2,18.5,4.94,,
304,Fresh Cape Gooseberries 12 pp/cs,Hammes and Sons,,,,,,,
305,Fresh Cape Gooseberries 12 pp/cs,Hammes and Sons,,,,,,,
306,Fresh Cape Gooseberries 12 pp/cs,Hammes and Sons,,2022,3,23,0,,
307,Fresh Cape Gooseberries 12 pp/cs,Hammes and Sons,,,,,,,
308,Fresh Cape Gooseberries 12 pp/cs,Hammes and Sons,,2022,4,23,9.5,,
309,Fresh Cape Gooseberries 12 pp/cs,Hammes and Sons,,2022,5,19.5,6.1,,
310,Fresh Cape Gooseberries 12 pp/cs,Hammes and Sons,,,,,,,
311,,,Customer Total:,,,28735.85,,,
312,Fresh Cape Gooseberries 12 pp/cs,Hammes and Sons,,,,,,,
313,Fresh Cape Gooseberries 12 pp/cs,Boyle Group,,,,,,,
314,"Sugar - Sweet N Low, Individual",Boyle Group,,,,,,,
315,"Sugar - Sweet N Low, Individual",Boyle Group,,2022,1,6900,3936.67,,
316,Onions - Vidalia,Boyle Group,,,,,,,
317,Onions - Vidalia,Boyle Group,,,,,,,
318,Onions - Vidalia,Boyle Group,,2022,3,3450,1968.33,,
319,Onions - Vidalia,Boyle Group,,,,,,,
320,Onions - Vidalia,Boyle Group,,2022,6,1150,656.11,,
321,"Arctic Char - Fresh, Whole",Boyle Group,,,,,,,
322,"Arctic Char - Fresh, Whole",Boyle Group,,2022,6,675,398.17,,
323,Pants Custom Dry Clean,Boyle Group,,,,,,,
324,Pants Custom Dry Clean,Boyle Group,,,,,,,
325,Soup - French Can Pea,Boyle Group,,,,,,,
326,Soup - French Can Pea,Boyle Group,,2022,1,4300,1505,,
327,Ice Cream Bar - Hagen Daz,Boyle Group,,,,,,,
328,Ice Cream Bar - Hagen Daz,Boyle Group,,,,,,,
329,Ice Cream Bar - Hagen Daz,Boyle Group,,2022,2,1075,376.25,,
330,Ice Cream Bar - Hagen Daz,Boyle Group,,,,,,,
331,Ice Cream Bar - Hagen Daz,Boyle Group,,2022,3,3225,1128.75,,
332,Ice Cream Bar - Hagen Daz,Boyle Group,,2022,6,1075,376.25,,
333,Ecolab - Mikroklene 4/4 L,Boyle Group,,,,,,,
334,Ecolab - Mikroklene 4/4 L,Boyle Group,,2022,6,562.5,370.84,,
335,Shrimp - 150 - 250,Boyle Group,,,,,,,
336,Shrimp - 150 - 250,Boyle Group,,,,,,,
337,Shrimp - 150 - 250,Boyle Group,,,,,,,
338,,,Customer Total:,,,22412.5,,,
339,Shrimp - 150 - 250,Boyle Group,,,,,,,
340,Shrimp - 150 - 250,Conn-Kling,,,,,,,
341,Bread Bowl Plain,Conn-Kling,,,,,,,
342,Bread Bowl Plain,Conn-Kling,,2022,3,50,23.37,,
343,Cinnamon - Ground,Conn-Kling,,,,,,,
344,Cinnamon - Ground,Conn-Kling,,,,,,,
345,Cinnamon - Ground,Conn-Kling,,2022,4,50,23.37,,
346,Cinnamon - Ground,Conn-Kling,,,,,,,
347,Cinnamon - Ground,Conn-Kling,,2022,6,50,23.47,,
348,Cookie Dough - Oatmeal Rasin,Conn-Kling,,,,,,,
349,Cookie Dough - Oatmeal Rasin,Conn-Kling,,2022,4,78,58.38,,
350,Mayonnaise - Individual Pkg,Conn-Kling,,,,,,,
351,Mayonnaise - Individual Pkg,Conn-Kling,,,,,,,
352,Mayonnaise - Individual Pkg,Conn-Kling,,2022,6,48.75,36.49,,
353,Mayonnaise - Individual Pkg,Conn-Kling,,,,,,,
354,Cherries - Fresh,Conn-Kling,,,,,,,
355,Cherries - Fresh,Conn-Kling,,2022,3,165,118.26,,
356,Sea Bass - Fillets,Conn-Kling,,,,,,,
357,Sea Bass - Fillets,Conn-Kling,,,,,,,
358,Sea Bass - Fillets,Conn-Kling,,2022,4,55,39.42,,
359,Sea Bass - Fillets,Conn-Kling,,,,,,,
360,Sea Bass - Fillets,Conn-Kling,,2022,6,55,39.42,,
361,"Sugar - Sweet N Low, Individual",Conn-Kling,,,,,,,
362,"Sugar - Sweet N Low, Individual",Conn-Kling,,2022,3,460,262.44,,
363,Onions - Vidalia,Conn-Kling,,,,,,,
364,Onions - Vidalia,Conn-Kling,,,,,,,
365,Onions - Vidalia,Conn-Kling,,2022,4,230,131.22,,
366,Onions - Vidalia,Conn-Kling,,,,,,,
367,Onions - Vidalia,Conn-Kling,,2022,6,230,131.22,,
368,Sage Derby,Conn-Kling,,,,,,,
369,Sage Derby,Conn-Kling,,2022,3,250,62.67,,
370,Cheese - Camembert,Conn-Kling,,,,,,,
371,Cheese - Camembert,Conn-Kling,,,,,,,
372,Cheese - Camembert,Conn-Kling,,2022,6,200,50.13,,
373,Cheese - Camembert,Conn-Kling,,,,,,,
374,Soup - French Can Pea,Conn-Kling,,,,,,,
375,Soup - French Can Pea,Conn-Kling,,2022,3,136,24.2,,
